id,saleprice
2010,115664.95102927877
1991,149485.6434992991
1411,163269.45888546645
1721,240320.3530896235
1144,200531.4987435188
593,225852.85966861888
575,299519.4066207183
1249,192456.3585926221
1604,114809.81288384802
1064,418213.4467006454
1923,161096.09445418388
1988,102484.62440141242
2325,179635.70696808092
114,192497.01246160714
2700,179056.77205563628
217,114892.156659911
343,192919.19584082582
386,238881.8407386873
2005,118857.29284213381
2908,111603.35814883588
1814,235789.41100135777
2446,423951.65538266354
208,164384.95745126082
1679,129782.94851476852
822,334691.43521248247
6,187501.98020397293
1781,380952.4844047284
2397,302176.4210290253
2340,281612.3148393179
1618,152482.68738666165
2843,149957.64750768186
1061,336395.7568841316
2786,105469.06281813614
1935,133170.63993273862
1341,114816.5053475891
521,270250.15130568435
2136,136570.5486234303
996,192608.64137892955
227,151943.34233981272
135,171508.1650803536
1167,168766.88406487068
294,227320.86576848035
1776,202909.09614480773
540,192548.4916150262
1717,214913.42357626185
2303,106648.15233481946
116,192671.61560425686
127,122841.75163992902
1371,129259.75667922547
1014,171549.78841542476
1507,99356.31250736011
702,160529.89377385585
750,155500.30842401081
261,137861.96348719843
1559,56983.94381394712
577,216466.6474991468
2812,208693.87307294074
2080,157246.2808253662
1368,113104.3871422129
2376,123746.01944806738
659,121154.91402623917
1235,123549.67707969199
332,73986.45358316471
1917,143604.97869905143
2094,244009.036257081
1460,269542.2919362088
1471,208118.87559173335
1509,115352.9719415639
1922,120238.20957818543
433,421030.6345737463
460,291097.94615578715
1116,250304.29543069418
1137,174877.58280959685
53,187652.6372874703
2354,251397.5851416441
1475,205831.261071806
1761,435529.1259045951
842,134831.42338935036
2739,164902.92241057765
2509,180711.3022059514
1007,219613.91810383822
2610,188673.67801822294
1952,102832.90316762745
2719,181606.18020205697
2921,93562.21314261787
1966,128122.60934264917
292,118934.33398887696
1204,210348.7905729301
1829,249967.53015234548
2419,200491.8763221873
391,162658.157414803
798,117867.27654857762
481,218854.97438696053
193,200577.2373949607
555,112829.21538639073
899,63323.18654147054
2357,184834.57535580348
328,126078.73944850113
1356,97734.60206644249
1154,104781.80947339172
1730,195451.4166866939
2249,149336.3259168821
1119,277272.09449325345
2856,143085.86584385
1394,124926.9340758998
2587,126789.00963318236
61,279712.6195806045
2661,184272.0191347864
2711,120512.57980670482
1147,197095.23188468005
757,141921.95537263554
2623,91694.90757536601
2378,155532.21635202796
1413,150864.82717390475
1722,232249.33932633518
1112,226880.51835431065
1623,186064.41402088947
1201,216398.74845852327
1513,118235.28129928745
957,234848.66822267068
1171,281166.0483890241
1145,210618.97070441255
2726,215919.3098815984
703,160531.47027149182
760,91689.92218463523
1964,134690.95817427273
2512,205458.66301835678
159,150662.727985561
1281,186806.61482316352
468,191066.29559039616
290,126671.15204356224
665,110490.48545820153
1463,261420.1893228399
1792,225756.18215979423
923,127394.43930493566
500,289465.55821125844
1408,140985.2476232119
331,59802.283659832814
170,165359.21672733067
2192,94267.40213514361
2571,292184.08076834143
2314,167597.24682730684
2647,86726.35686175973
422,407507.28605068364
2457,322486.78333916585
1838,208663.30421018822
2805,246504.12768271222
1645,150331.69692938533
1711,295616.98822202487
2825,243568.0615347059
322,319876.1026389763
2103,267467.55331662466
342,123416.33457476174
600,114110.58501192939
488,172512.91333961522
1725,305083.4625629356
2246,277686.8771062302
2847,165945.64936646484
806,251796.97982457414
530,232823.31223807737
963,194841.84868916564
2678,94388.40403978327
171,78527.63598338414
2401,400875.07330493734
805,230982.99634922907
2259,257561.01131193148
1748,206616.92712683152
1361,137780.9497617694
1677,138881.64393185297
1406,164662.06082702626
2322,229588.03010995907
688,172030.87864121364
143,130080.5044784572
804,224214.95561386875
1214,163287.27365086862
2828,150114.43249547845
1999,201952.29612674023
2467,202314.92629121259
2665,176056.62096390064
1538,329056.5709520038
398,109315.18982196189
2822,127493.68188081155
2157,169174.98244157824
1856,173947.60189082276
1269,112837.90396885437
2570,118868.44980242016
2320,249529.31250538526
1517,115880.11641978606
2304,101447.04557243928
1312,97547.41149803958
2012,142174.85347501206
506,228036.75393429378
2865,185942.2216921317
2367,129199.39051298233
554,108023.67764001834
238,128004.53146684135
1954,98089.49020779734
2488,163221.90469134005
2291,91084.50552366955
1969,101096.44472680411
2725,164702.21507069483
1482,178342.79571431538
2763,221115.60550848302
503,251093.2910419153
1584,250265.7221210638
1531,150963.39376024652
2210,181186.7865612353
459,316428.47502046207
556,130130.21160180465
1347,144807.9872195029
1290,81790.4378449052
1388,94318.17401054295
1571,190711.57680826058
2754,212376.6714969388
765,134781.928749573
2494,116643.16579396668
2870,208100.36829339445
7,224947.05548855592
1114,251600.2537982004
2418,273069.1013603923
291,131903.96774349036
18,329449.2428540299
39,351797.34562674316
1001,248358.57520104933
2442,243781.9026938812
616,129527.36345027183
2680,58364.85325441611
1414,112375.15974938888
289,143681.32114744268
40,251413.63934066542
860,128685.75868050127
409,143547.3498043599
673,142976.8344604507
2427,187895.24217006232
2036,208046.71614859928
2564,137162.0916212047
642,184735.92383002362
1008,183337.53230161587
1908,173436.1194792539
2519,228622.14202119614
1369,100261.45291414573
2855,166722.43778209278
712,105220.66450398095
1943,111503.11432242978
1958,135837.02886919453
107,195495.03298834967
2295,205199.85863264586
704,92643.17900937742
676,141326.57200186414
259,182218.0439781765
93,282369.6052662372
106,244063.5833303317
2315,171855.14080309204
1050,102396.727412188
1095,220048.88735760172
2709,151970.80651006437
758,157671.93124199257
1496,157410.64413090562
2370,137975.86945324924
2458,278982.0349623367
2733,137226.07397330637
161,278183.1594928438
726,172134.01158779874
845,215645.754564543
947,259083.86045894126
2232,97977.40260713075
2563,140329.92703629477
2299,140173.46705869935
211,83283.15579490496
605,171535.6016424194
1478,212995.68342149426
2247,278906.6715799562
2274,199554.61955821334
2869,210992.74694481998
967,222440.4284384291
2656,93158.61886127102
667,230176.9233134271
1042,133789.1384241259
2023,165035.59406015053
2447,368898.5634564946
2055,118343.1288838786
2275,261889.239189212
2204,181588.55835636923
1563,261814.46820206885
483,231795.19750913026
796,149655.65526336746
1526,136340.9951895462
2042,152753.37849078287
442,335114.04526222905
1693,296415.3429394272
1468,232841.25250550173
1430,170955.07986665546
2605,191118.4300658341
1529,206770.32085326116
335,127043.14336068378
1287,124717.1640534795
31,125089.42955627557
1785,299358.41228076804
82,161611.02609927286
2620,129139.361824464
252,192950.1136384758
721,66813.94455995767
2165,195558.97654780405
2316,176707.40183504517
775,125263.94098505765
1558,86478.2546271151
17,215578.3702631577
1022,240391.6653630242
925,113411.45832465176
438,268304.9707459047
1270,140916.12792682278
1272,115100.29355430248
215,147507.70934359566
266,235308.0037493492
2402,275354.51685695734
1250,127518.5544539419
1984,126469.53322616714
1279,138871.23655089576
377,248718.2885836194
1252,143913.43340298726
2156,279169.670811856
499,324896.80399118713
1374,118558.98294975357
2898,227822.74014956242
401,104109.45406790935
2721,165661.91461904373
2078,242346.57661247035
2589,109184.53192425257
1946,222248.35217565732
1334,117437.05157284121
2781,235054.95326351703
431,363692.8776161532
576,230919.71865444502
1474,224584.99156298555
2254,133452.22578566687
2155,289557.0082242275
885,119488.42390363736
643,126923.00084103341
1944,129793.20911001516
480,211263.26319059913
2845,105330.59914973647
2387,285728.3033290864
2407,214057.10445269773
2527,177637.79321112114
2514,176195.83866638457
629,172737.5618405979
80,213883.7839746097
1876,138781.91777298416
1546,118930.18712646014
2518,182307.2140372363
2347,162530.83680203962
783,198802.44130983908
1322,44333.11713503086
194,82004.90153909061
1770,291002.44658002397
2143,152897.7357019039
1229,225241.73163920798
511,286752.22472281987
46,227003.22615374156
1348,182814.2648946048
2465,201255.51702840172
387,239036.92015473917
873,236208.3265741014
1918,99575.8990228163
2764,248945.13402726562
2184,94640.52065141185
934,163477.43999799527
1920,125399.02001264654
2631,160486.90047187344
1768,483664.9054706121
2040,110581.68708119995
1749,224661.02200437174
834,230897.9574049617
1457,244234.3969177378
79,118018.90735056621
2302,108015.96281794914
1817,139130.73593314906
2755,236845.26291171726
359,183260.66890892145
2059,101657.40597003471
2092,260559.8286817078
2516,235429.97202593877
150,93197.12584964678
1656,149676.29639807827
83,96779.40893120026
2411,194410.01853781348
795,77820.59978272904
2312,229087.47725231264
2917,105695.69412253477
1624,200160.0560725227
2215,269627.89009285736
1211,149053.34223354404
1485,181132.61084539615
1024,202977.94218216048
570,217480.83538491884
2874,139534.3078294302
700,157777.14851099506
2756,209930.7663493266
2022,165373.8298911529
583,223663.7133359574
2392,353154.5789660251
2424,207965.51409269276
212,97339.13055160716
736,117726.1558557467
1610,174618.96994671464
890,112513.09434639505
467,194275.95911453274
578,236679.02352099871
1747,198476.80155109853
1149,180958.62674946763
2758,245987.67339933373
857,133446.70495606965
2219,276950.1067187453
733,97802.53015618211
2909,120893.12586207097
1798,261747.3585764292
235,106908.07141927691
2366,160929.53954972184
1027,129937.08635411401
1195,139258.3539695436
1303,24457.99950031977
148,200289.92812526054
608,169499.04476036568
2515,202378.1906106485
821,280141.72316202766
2500,264763.56538694113
745,100780.11355114213
741,125142.64231801193
1611,121838.78515692553
2532,115993.06153919252
1081,243197.0763969664
1692,373554.4403172721
2520,211575.09869297585
276,120730.98249576497
1992,131062.37883593517
663,22212.50443668323
418,136544.52656073446
1733,203416.0030469527
2359,152607.35981096327
253,201412.49906704354
1518,176032.6354144259
2035,152325.20012640778
2919,74406.4668553826
1540,228028.9866028239
2120,141144.35264488525
1674,193641.65243576586
256,140601.11886489386
2361,85425.61633706499
978,77830.71444159187
2280,131943.42800361116
2095,240413.56390006948
1709,305468.9563390574
2801,233037.49570298404
1246,107361.13024693924
2373,129389.76000576324
1055,270836.2232498989
2017,130904.55956851371
1099,303872.76838468434
1344,94182.11360478554
835,161624.3290719198
1117,229196.4471425505
2043,85966.29713103872
2085,132281.64114412986
410,162686.30457089
2650,120136.71294855085
2867,163939.71195544247
1668,109573.85948195077
1161,188270.26814760076
2122,184304.78283275635
2539,131474.0631953779
1047,140382.9463152329
1445,109167.13223461919
541,122600.91385346811
569,226143.45139998116
1276,130459.56395796205
918,138660.4708292536
326,158569.77229929977
1936,119190.67229459251
895,88827.928197605
257,135122.12944363037
1241,178748.1287579577
1545,114571.92519033674
1189,188208.58084191108
270,169106.71314988038
2066,209908.05433915998
693,113198.73928330801
1259,169705.46482003294
2916,146486.84020597505
2321,268895.5441955441
1977,104152.50282625754
1895,153095.9165918767
1240,159897.78535842587
85,156373.13283955934
1823,107913.03752309435
825,293706.3953292444
110,231162.6839288745
697,133417.62771753955
2297,95750.85342603794
1231,132501.3681908582
1355,130211.20780734105
968,346904.57457548124
584,229682.77890807216
1315,133929.99311207756
1606,132577.9883415643
206,92563.03779259998
1685,335301.96403770125
2016,124489.06993741344
869,211810.65610380075
2135,121896.89969320431
2346,172233.69997638985
2430,241520.21393316842
2198,83868.53489223761
2652,121861.74757192415
27,107787.85353848194
241,166143.8953102826
906,140787.84480557538
1506,116918.22916659729
2098,331122.01976052026
1435,217001.77177305243
2213,129407.33660640547
1274,138306.44852244214
743,8249.0863370515
1737,200107.5326332263
2797,280647.05849938066
2185,64714.15353796753
58,176828.6106560428
830,212322.6023273189
808,141641.7196233726
680,140087.59754107185
1153,113917.17177082627
1291,158728.79768079883
1818,198315.07195643935
2161,200068.2546741914
1883,112973.37290970409
350,311658.6075392461
2473,137964.96259589583
295,186675.44199998502
293,202612.30295274872
859,117136.37086960512
288,60987.87050984663
1578,149256.79151897322
102,231006.8063064677
2831,193044.82974439775
1030,161428.91138255273
2551,125349.9458849305
1286,163087.76799864028
958,296779.4919111211
776,121722.90492800472
72,224383.84233818826
2263,248411.59163507837
1866,152180.91934141453
2876,49596.739768532454
2146,254597.57032582158
103,200848.30266428564
1500,148338.69297183765
492,171397.4975437901
167,132909.73896271613
2597,118292.22646801484
2685,106002.0142826778
1035,143570.8860277381
1220,54721.69400705998
2602,155712.3320374286
2159,223511.46768814046
695,171313.21638017907
1109,266817.79386809515
640,188072.2639901607
1652,162013.6839570135
2090,187270.45586072677
1188,184498.6682776695
2345,231868.01006685768
1059,350739.23233746213
2751,233357.0962770554
128,227456.7902772672
1523,181675.34810642255
2925,163893.45102241874
2145,295433.04703499883
1121,219342.55545202008
566,278069.0638962529
565,232028.79933072638
1331,132732.20636182267
2928,105517.96157337319
156,130295.97674329046
797,150791.90106739098
327,95123.65905468303
2859,142513.0179341579
1453,104593.95047921025
1762,330607.9694079206
1868,207502.18776020076
1760,171168.12547257007
1113,249470.78168202168
1812,201981.865327583
117,156161.45369668104
1142,220434.98931125487
2342,357676.8517545207
927,119632.53875381319
2478,171392.9953689557
655,64444.10357227853
2064,119720.44446331839
369,238323.22785298908
2239,121164.61811271896
2732,210642.77034333462
1653,168795.37280984863
959,191904.4419624896
2395,308073.6935240809
1412,99959.81139792141
271,251722.0068469979
1484,180312.59084547506
1497,146490.5607922937
552,182795.7120518668
2,114363.06909373793
1855,300440.56384953787
4,277868.83125918126
2292,164414.79480512565
134,140398.56287639096
646,99303.71629594508
42,305047.7844657792
532,223814.6566306156
713,91757.7910280925
2561,134051.19371512622
2360,113311.14061349665
1333,133704.98070966697
1407,186190.77089051643
2892,281875.4914546393
574,246879.59905841725
1227,191923.5577318433
2591,244569.99007247205
1476,231057.29172645483
1125,277658.2445368144
1446,139600.83146141318
408,121318.93121040057
1101,287096.3394427153
2251,206485.10093780173
373,194084.35914566994
2554,110965.31886254292
2382,257273.477246541
1985,81671.76454093435
519,231479.99005899316
1093,186854.52680142332
864,254693.5873200212
2889,144564.51260099135
2308,207675.40848094027
986,140764.41043574567
1302,155431.0207427699
585,159295.0298608065
2708,138284.52975705164
147,128105.97017679115
1441,231207.36669072194
383,178293.26536129598
285,156388.80528200744
181,109314.75947545802
358,192031.2351423666
780,175488.92785057973
258,193474.82934845006
1865,226565.39664874406
692,128557.64205840332
2902,308249.2940237956
508,259320.09672053898
2638,138576.19536167465
36,161237.73481811897
611,173749.85571779797
2281,117440.67587203928
1678,158511.35687744123
1696,397603.8890438372
1557,84174.41223383287
2180,146526.93499442175
1726,228691.28396888103
951,139865.66410826417
267,235725.32746964734
2706,136196.19167971186
2221,224612.16772375652
1357,160408.8261769492
2901,304587.82548230886
347,181087.52271610126
2164,204622.33741637348
1586,305597.22371434106
360,167012.56783586554
1769,229116.66269759982
2617,172851.68214141
1879,149216.97839782084
991,214435.98713531625
1535,107062.88656147107
1191,150145.90935441185
1579,212955.44729338068
1882,128179.48328623154
1510,115161.33245516937
2196,159666.63712376295
1845,209813.65674735623
2336,334158.4498728608
942,98646.54255412224
861,111965.32219062159
2555,95682.03906340839
1392,149476.26724631875
2099,267467.55331662466
1543,140915.14091253176
948,260145.3165064751
1239,164504.6139688117
22,199781.62715171505
2796,255944.5163092725
2747,202545.1885187073
92,290095.4459427041
210,170001.71662191206
1858,235837.74911416878
2228,170425.8684067095
447,224436.4882524758
827,256900.76137959398
1649,236304.87732982248
682,127248.9950323669
2698,116855.84192479543
494,173085.33449555197
214,98656.78675945851
2441,240518.64345147714
2679,107896.23052439048
1336,118160.67987166744
465,207154.03273312777
1524,132274.10239482857
2543,118463.48344396477
631,142245.91351369605
2452,298662.97728871164
228,161329.48220135216
126,164380.42724770517
1092,230941.12468154333
1122,203904.4613527466
932,217264.14210713463
1980,85667.65487253794
2171,99285.52259391332
551,149715.42513637902
2768,172917.09321301966
2056,104444.22254617632
1159,325637.55887589057
2645,137150.54474017935
1174,202514.08143037002
2266,228769.55167444114
2462,353426.4410803714
1219,136594.29739656879
2922,187618.20891885745
118,141590.0635209081
474,193778.4986626543
2576,150492.91118018955
872,271687.5060025943
1077,230389.06085258082
1536,137758.2580219173
1150,116768.25154960236
2341,288666.0704620432
1931,149802.48648356978
2785,121664.08719396705
2538,120891.7577736413
597,212459.95558070185
464,211276.77421293626
233,225559.78852826235
2169,127590.22985499137
2123,167310.55462271828
1867,165792.9809678746
137,237110.88178207394
515,221971.6182091214
933,135032.6184713174
2784,167039.87327384733
972,168809.90700110357
599,162318.50279694734
2614,132003.29924950795
2582,149555.32901939185
1409,156153.0800362287
175,108964.5028646398
352,192991.40557238623
976,95333.79541003739
2134,207391.0522830831
984,98000.9265520071
2396,332400.95265437046
1673,142647.49284001882
404,152383.19786219153
607,169682.27496521652
814,187654.79929458883
868,205052.50672366674
2271,196500.17645802192
1633,237821.88504736408
337,181364.98051948048
2765,174466.5793541406
1746,250960.86178847332
368,291187.7396562339
2806,221727.77804919472
1662,189160.09791237718
1234,234160.73832233367
1373,127108.60325581924
1672,108768.63832809389
1939,131471.1628059919
